date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:44:23	5441/5441	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225ab211e3-1541%22	http://fvdthemes.com/html/dentalclinic/js/imagesloaded.pkgd.min.js	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/js/imagesloaded.pkgd.min.js	(from http://fvdthemes.com/html/dentalclinic/index.html)
16:44:23	18171/18171	---MCZ	200	added ('OK')	application/x-javascript	etag:W/%225ab2120f-46fb%22	http://fvdthemes.com/html/dentalclinic/js/theme.js	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/js/theme.js	(from http://fvdthemes.com/html/dentalclinic/index.html)
16:44:25	141608/141608	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211ba-22928%22	http://fvdthemes.com/html/dentalclinic/css/bootstrap.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/bootstrap.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:25	72932/72932	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211b5-11ce4%22	http://fvdthemes.com/html/dentalclinic/css/animate.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/animate.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:25	29063/29063	---MCZ	200	added ('OK')	text/css	etag:W/%225ab21182-7187%22	http://fvdthemes.com/html/dentalclinic/assets/font-awesome/css/font-awesome.min.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/font-awesome/css/font-awesome.min.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:25	1561/1561	---MCZ	200	added ('OK')	text/css	etag:W/%225ab21175-619%22	http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:26	12654/12654	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211d3-316e%22	http://fvdthemes.com/html/dentalclinic/css/slider-pro.min.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/slider-pro.min.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:26	4895/4895	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211ca-131f%22	http://fvdthemes.com/html/dentalclinic/css/jquery.fancybox.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/jquery.fancybox.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:26	1476/1476	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211cd-5c4%22	http://fvdthemes.com/html/dentalclinic/css/owl.carousel.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/owl.carousel.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:27	1672/1672	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211cf-688%22	http://fvdthemes.com/html/dentalclinic/css/owl.theme.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/owl.theme.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:27	43710/43710	---MC-	200	added ('OK')	text/javascript	date:Mon,%2005%20Nov%202018%2021:10:09%20GMT	https://www.google-analytics.com/analytics.js	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/www.google-analytics.com/analytics.js	(from http://fvdthemes.com/html/dentalclinic/index.html)
16:44:27	4476/4476	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211cf-117c%22	http://fvdthemes.com/html/dentalclinic/css/owl.transitions.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/owl.transitions.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:28	9032/9032	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211c0-2348%22	http://fvdthemes.com/html/dentalclinic/css/bootstrap-datetimepicker.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/bootstrap-datetimepicker.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:28	4380/4380	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211cb-111c%22	http://fvdthemes.com/html/dentalclinic/css/jquery.selectBox.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/jquery.selectBox.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:28	1469/1469	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211ca-5bd%22	http://fvdthemes.com/html/dentalclinic/css/fontawesome-stars-o.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/fontawesome-stars-o.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:29	70607/70607	---MCZ	200	added ('OK')	text/css	etag:W/%225ab211d5-113cf%22	http://fvdthemes.com/html/dentalclinic/css/theme.css	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/theme.css	(from http://fvdthemes.com/html/dentalclinic/css/master.css)
16:44:36	65281/65281	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-ff01%22	http://fvdthemes.com/html/dentalclinic/images/history1.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/history1.jpg	(from http://fvdthemes.com/html/dentalclinic/about.html)
16:44:36	37483/37483	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-926b%22	http://fvdthemes.com/html/dentalclinic/images/history4.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/history4.jpg	(from http://fvdthemes.com/html/dentalclinic/about.html)
16:44:38	9092/9092	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-2384%22	http://fvdthemes.com/html/dentalclinic/images/review5.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/review5.jpg	(from http://fvdthemes.com/html/dentalclinic/about.html)
16:44:38	47744/47744	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-ba80%22	http://fvdthemes.com/html/dentalclinic/images/history3.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/history3.jpg	(from http://fvdthemes.com/html/dentalclinic/about.html)
16:44:38	7795/7795	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-1e73%22	http://fvdthemes.com/html/dentalclinic/images/review6.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/review6.jpg	(from http://fvdthemes.com/html/dentalclinic/about.html)
16:44:41	77501/77501	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-12ebd%22	http://fvdthemes.com/html/dentalclinic/images/history2.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/history2.jpg	(from http://fvdthemes.com/html/dentalclinic/about.html)
16:44:42	20642/20642	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-50a2%22	http://fvdthemes.com/html/dentalclinic/images/serv2.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/serv2.jpg	(from http://fvdthemes.com/html/dentalclinic/services.html)
16:44:42	28085/28085	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-6db5%22	http://fvdthemes.com/html/dentalclinic/images/serv1.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/serv1.jpg	(from http://fvdthemes.com/html/dentalclinic/services.html)
16:44:44	34089/34089	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-8529%22	http://fvdthemes.com/html/dentalclinic/images/serv3.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/serv3.jpg	(from http://fvdthemes.com/html/dentalclinic/services.html)
16:44:44	18750/18750	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-493e%22	http://fvdthemes.com/html/dentalclinic/images/doctortext.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/doctortext.jpg	(from http://fvdthemes.com/html/dentalclinic/doctors.html)
16:44:48	39266/39266	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-9962%22	http://fvdthemes.com/html/dentalclinic/images/blog4.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/blog4.jpg	(from http://fvdthemes.com/html/dentalclinic/blog1.html)
16:44:49	47031/47031	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-b7b7%22	http://fvdthemes.com/html/dentalclinic/images/blog5.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/blog5.jpg	(from http://fvdthemes.com/html/dentalclinic/blog1.html)
16:44:52	47587/47587	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-b9e3%22	http://fvdthemes.com/html/dentalclinic/images/blog9.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/blog9.jpg	(from http://fvdthemes.com/html/dentalclinic/blog3.html)
16:44:55	46098/46098	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-b412%22	http://fvdthemes.com/html/dentalclinic/images/blog7.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/blog7.jpg	(from http://fvdthemes.com/html/dentalclinic/blog4.html)
16:44:56	833/833	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-341%22	http://fvdthemes.com/html/dentalclinic/images/comav3.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/comav3.jpg	(from http://fvdthemes.com/html/dentalclinic/blog_item.html)
16:44:57	46147/46147	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-b443%22	http://fvdthemes.com/html/dentalclinic/images/blog8.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/blog8.jpg	(from http://fvdthemes.com/html/dentalclinic/blog4.html)
16:45:01	29615/29615	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-73af%22	http://fvdthemes.com/html/dentalclinic/images/gallery1.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery1.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery1.html)
16:45:02	30494/30494	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-771e%22	http://fvdthemes.com/html/dentalclinic/images/gallery2.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery2.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery1.html)
16:45:02	61239/61239	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-ef37%22	http://fvdthemes.com/html/dentalclinic/images/carousel1.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/carousel1.jpg	(from http://fvdthemes.com/html/dentalclinic/blog_item.html)
16:45:04	129919/129919	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-1fb7f%22	http://fvdthemes.com/html/dentalclinic/images/blog6.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/blog6.jpg	(from http://fvdthemes.com/html/dentalclinic/blog1.html)
16:45:05	26901/26901	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-6915%22	http://fvdthemes.com/html/dentalclinic/images/gallery6.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery6.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery1.html)
16:45:05	15453/15453	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-3c5d%22	http://fvdthemes.com/html/dentalclinic/images/gallery3.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery3.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery1.html)
16:45:08	37418/37418	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-922a%22	http://fvdthemes.com/html/dentalclinic/images/gallery4.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery4.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery1.html)
16:45:09	16716/16716	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-414c%22	http://fvdthemes.com/html/dentalclinic/images/gallery7_b.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery7_b.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery2.html)
16:45:09	19038/19038	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-4a5e%22	http://fvdthemes.com/html/dentalclinic/images/gallery7_a.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery7_a.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery2.html)
16:45:09	39210/39210	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-992a%22	http://fvdthemes.com/html/dentalclinic/images/gallery5.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery5.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery1.html)
16:45:10	11771/11771	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-2dfb%22	http://fvdthemes.com/html/dentalclinic/images/gallery8_b.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery8_b.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery2.html)
16:45:10	10725/10725	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-29e5%22	http://fvdthemes.com/html/dentalclinic/images/gallery8_a.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery8_a.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery2.html)
16:45:10	9159/9159	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-23c7%22	http://fvdthemes.com/html/dentalclinic/images/gallery9_b.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery9_b.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery2.html)
16:45:11	9770/9770	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-262a%22	http://fvdthemes.com/html/dentalclinic/images/gallery9_a.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery9_a.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery2.html)
16:45:11	11008/11008	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-2b00%22	http://fvdthemes.com/html/dentalclinic/images/gallery10_b.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery10_b.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery2.html)
16:45:12	11972/11972	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-2ec4%22	http://fvdthemes.com/html/dentalclinic/images/gallery10_a.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/gallery10_a.jpg	(from http://fvdthemes.com/html/dentalclinic/gallery2.html)
16:45:13	16620/16620	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-40ec%22	http://fvdthemes.com/html/dentalclinic/images/price1.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/price1.jpg	(from http://fvdthemes.com/html/dentalclinic/prices.html)
16:45:13	2546/2546	---M--	200	added ('OK')	image/gif	etag:%225809884d-9f2%22	http://fvdthemes.com/html/dentalclinic/images/credit_card_logos.gif	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/credit_card_logos.gif	(from http://fvdthemes.com/html/dentalclinic/payment.html)
16:45:13	14803/14803	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-39d3%22	http://fvdthemes.com/html/dentalclinic/images/price2.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/price2.jpg	(from http://fvdthemes.com/html/dentalclinic/prices.html)
16:45:14	320/320	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:14%20GMT	http://fvdthemes.com/html/dentalclinic/Popover%20requires%20tooltip.js	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/Popover%20requires%20tooltip.js	(from http://fvdthemes.com/html/dentalclinic/js/bootstrap.min.js)
16:45:15	62097/62097	---M--	200	added ('OK')	image/jpeg	etag:%225809884d-f291%22	http://fvdthemes.com/html/dentalclinic/images/payment.jpg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/payment.jpg	(from http://fvdthemes.com/html/dentalclinic/payment.html)
16:45:16	1542/1542	---M-Z	200	added ('OK')	text/javascript	etag:%22606-56bc733b95080%22	http://a.vimeocdn.com/js/froogaloop2.min.js	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/a.vimeocdn.com/js/froogaloop2.min.js	(from http://fvdthemes.com/html/dentalclinic/js/jquery.sliderPro.min.js)
16:45:17	352/352	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:17%20GMT	http://fvdthemes.com/html/dentalclinic/isDSTShifted%20is%20deprecated.%20See%20http://momentjs.com/guides/	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/isDSTShifted%20is%20deprecated.%20See%20http_/momentjs.com/guides/index.html	(from http://fvdthemes.com/html/dentalclinic/js/moment.js)
16:45:17	367/367	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:17%20GMT	http://fvdthemes.com/html/dentalclinic/specified%20parentLocale%20is%20not%20defined%20yet.%20See%20http://momentjs.com/guides/	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/specified%20parentLocale%20is%20not%20defined%20yet.%20See%20http_/momentjs.com/guides/index.html	(from http://fvdthemes.com/html/dentalclinic/js/moment.js)
16:45:17	878/878	---M--	200	added ('OK')	image/png	etag:%225809884d-36e%22	http://fvdthemes.com/html/dentalclinic/images/marker.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/images/marker.png	(from http://fvdthemes.com/html/dentalclinic/js/theme.js)
16:45:18	331/331	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:18%20GMT	http://fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.eot	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.eot	(from http://fvdthemes.com/html/dentalclinic/css/bootstrap.css)
16:45:18	331/331	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:18%20GMT	http://fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.eot?	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regulard41d.eot	(from http://fvdthemes.com/html/dentalclinic/css/bootstrap.css)
16:45:19	333/333	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:18%20GMT	http://fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.woff2	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.woff2	(from http://fvdthemes.com/html/dentalclinic/css/bootstrap.css)
16:45:19	332/332	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:19%20GMT	http://fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.woff	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.woff	(from http://fvdthemes.com/html/dentalclinic/css/bootstrap.css)
16:45:19	331/331	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:19%20GMT	http://fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.ttf	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.ttf	(from http://fvdthemes.com/html/dentalclinic/css/bootstrap.css)
16:45:20	331/331	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:20%20GMT	http://fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.svg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/fonts/glyphicons-halflings-regular.svg	(from http://fvdthemes.com/html/dentalclinic/css/bootstrap.css)
16:45:28	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ab21187-12ae6%22	http://fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont.eot?v=4.6.3	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont5b62.eot	(from http://fvdthemes.com/html/dentalclinic/assets/font-awesome/css/font-awesome.min.css)
16:45:31	76518/76518	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ab21187-12ae6%22	http://fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont.eot?	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfontd41d.eot	(from http://fvdthemes.com/html/dentalclinic/assets/font-awesome/css/font-awesome.min.css)
16:45:34	71896/71896	---M--	200	added ('OK')	application/font-woff2	etag:%225ab2119c-118d8%22	http://fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont.woff2?v=4.6.3	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont5b62.woff2	(from http://fvdthemes.com/html/dentalclinic/assets/font-awesome/css/font-awesome.min.css)
16:45:35	391622/391622	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ab2118f-5f9c6%22	http://fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont.svg?v=4.6.3	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont5b62.svg	(from http://fvdthemes.com/html/dentalclinic/assets/font-awesome/css/font-awesome.min.css)
16:45:36	10324/10324	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%225ab21176-2854%22	http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.eot	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.eot	(from http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.css)
16:45:36	7104/7104	---M--	200	added ('OK')	application/font-woff	etag:%225ab2117d-1bc0%22	http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.woff	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.woff	(from http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.css)
16:45:36	90412/90412	---M--	200	added ('OK')	application/font-woff	etag:%225ab21198-1612c%22	http://fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont.woff?v=4.6.3	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/font-awesome/fonts/fontawesome-webfont5b62.woff	(from http://fvdthemes.com/html/dentalclinic/assets/font-awesome/css/font-awesome.min.css)
16:45:38	321/321	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2014%20Nov%202018%2011:15:37%20GMT	http://fvdthemes.com/html/dentalclinic/assets/flaticon/Flaticon.svg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/flaticon/Flaticon-2.svg	(from http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.css)
16:45:38	72050/72050	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225ab2117b-11972%22	http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.svg	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.svg	(from http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.css)
16:45:38	10148/10148	---M--	200	added ('OK')	application/octet-stream	etag:%225ab2117c-27a4%22	http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.ttf	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.ttf	(from http://fvdthemes.com/html/dentalclinic/assets/flaticon/flaticon.css)
16:45:39	326/326	---M--	200	added ('OK')	text/html	etag:%22146-567e79e97e242%22	http://fvdthemes.com/html/dentalclinic/css/images/openhand.cur	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/images/openhand.html	(from http://fvdthemes.com/html/dentalclinic/css/slider-pro.min.css)
16:45:39	326/326	---M--	200	added ('OK')	text/html	etag:%22146-567e79e8e94a3%22	http://fvdthemes.com/html/dentalclinic/css/images/closedhand.cur	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/images/closedhand.html	(from http://fvdthemes.com/html/dentalclinic/css/slider-pro.min.css)
16:45:40	1362/1362	---M--	200	added ('OK')	image/png	etag:%225ab211c8-552%22	http://fvdthemes.com/html/dentalclinic/css/fancybox_sprite.png	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/fancybox_sprite.png	(from http://fvdthemes.com/html/dentalclinic/css/jquery.fancybox.css)
16:45:41	43/43	---M--	200	added ('OK')	image/gif	etag:%225ab211b6-2b%22	http://fvdthemes.com/html/dentalclinic/css/blank.gif	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/blank.gif	(from http://fvdthemes.com/html/dentalclinic/css/jquery.fancybox.css)
16:45:41	6567/6567	---M--	200	added ('OK')	image/gif	etag:%225ab211c5-19a7%22	http://fvdthemes.com/html/dentalclinic/css/fancybox_loading.gif	C:/Users/Jinadi/OneDrive/Documents/dental%20clinic/fvdthemes.com/html/dentalclinic/css/fancybox_loading.gif	(from http://fvdthemes.com/html/dentalclinic/css/jquery.fancybox.css)
